,lat,lon,id,title,start_ts,report_type,severity,lat_long,severity_quadratic,city,anomalous
69375,32.27484,75.65287,zGxt3j_G5hGaNk0O+RcZ4Q,Pathankot terror strike: NIA names Masood Azhar and three other JeM members in charge sheet,2016-12-19 23:07:09,Physical Threats,moderate,"(32.274840000000005, 75.652869999999993)",4,Jammu,1.0
69377,60.0,100.0,nGnetD_G5hG4mzHRy13KCQ,Russian Il-18 aircraft with 39 people on board crash lands in Siberia,2016-12-19 23:06:00,Other,moderate,"(60.0, 100.0)",4,Krasnoyarsk,1.0
69393,30.0,70.0,8h8jJ0DG5hG10DHRy13KCQ,Pakistan repatriation push alarms Afghan refugees,2016-12-19 23:09:11,Public Health,low,"(30.0, 70.0)",1,Multān,1.0
69401,39.03483,-76.90747,cl_eTEDG5hGPYUcO+RcZ4Q,Md. Man Gets Probation For Tweeting Threats Against School,2016-12-19 23:10:15,Physical Threats,moderate,"(39.034829999999999, -76.907469999999989)",4,"Washington, D.C.",1.0
69402,38.91706,-77.00025,LkaUTkDG5hGmdkcO+RcZ4Q,Anti-Trump protesters gather as Electoral College votes,2016-12-19 23:10:17,Geopolitical,moderate,"(38.917059999999999, -77.000249999999994)",4,"Washington, D.C.",1.0
69404,-2.5,23.5,il0mmUDG5hG_TUcO+RcZ4Q,"Militiamen attack prison in east Congo, sparking gun battle",2016-12-19 23:12:23,Physical Threats,medium,"(-2.5, 23.5)",9,Kisangani,1.0
69425,56.0,10.0,usDHc0DG5hG7EDXRy13KCQ,South Africa: Motorist in Court After Killing Tourist,2016-12-19 23:11:20,Crime,moderate,"(56.0, 10.0)",4,Copenhagen,1.0
69442,38.91706,-77.00025,RgZEikDG5hGruTTRy13KCQ,"Metro Station Stabbing: Suspect in Custody, Victim Expected to Recover",2016-12-19 23:11:58,Infrastructure,moderate,"(38.917059999999999, -77.000249999999994)",4,"Washington, D.C.",1.0
69444,40.23449,-84.40939,nimHj0DG5hGPSTTRy13KCQ,UNSC Agrees ‘Good Text’ for Resolution on Aleppo: Churkin,2016-12-19 23:12:06,Infrastructure,moderate,"(40.234490000000001, -84.409390000000002)",4,Columbus,1.0
69446,43.58404,10.55334,cIdR4T_G5hGL4UoO+RcZ4Q,"Russian plane crash lands in Siberia, 16 in serious condition",2016-12-19 23:07:14,Other,moderate,"(43.584040000000002, 10.553339999999999)",4,Florence,1.0
69447,33.83333,35.83333,fAPX4j_G5hGI6koO+RcZ4Q,Malta Stock Exchange to extend hours by Q2,2016-12-19 23:07:17,Other,moderate,"(33.833329999999997, 35.833329999999997)",4,Beirut,1.0
69449,43.58404,10.55334,bL5G5j_G5hGvU0oO+RcZ4Q,Russia plane crash: At least 27 killed after Russian defence ministry plane crashes in Siberia,2016-12-19 23:07:23,Other,low,"(43.584040000000002, 10.553339999999999)",1,Florence,1.0
69452,43.58404,10.55334,mMI_7z_G5hGu10oO+RcZ4Q,Russian military plane crashes in Siberia,2016-12-19 23:07:38,Other,moderate,"(43.584040000000002, 10.553339999999999)",4,Florence,1.0
69455,22.0,79.0,fofzP0DG5hG_wkoO+RcZ4Q,"80,000 cyber attacks on December 9 and 12 after note ban",2016-12-19 23:09:53,Other,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69461,39.76,-98.5,2F8HSkDG5hG89UoO+RcZ4Q,"War Culture, Militarism and Racist Violence Under Trump",2016-12-19 23:10:10,Crime,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
69464,43.58404,10.55334,JpWx0T_G5hGwwDPRy13KCQ,"Russian military plane crash lands in Siberia, all 39 on board alive",2016-12-19 23:06:48,Other,moderate,"(43.584040000000002, 10.553339999999999)",4,Florence,1.0
69473,24.0,88.0,RjaI7j_G5hGqyzPRy13KCQ,Russian Warships Sets Off to Bay of Bengal to Participate in Indra Navy Drills,2016-12-19 23:07:36,Geopolitical,low,"(24.0, 88.0)",1,Rājshāhi,1.0
69484,39.76,-98.5,Eqi2aEDG5hGHlTPRy13KCQ,Target Date Funds: Prudential Enters Price War,2016-12-19 23:11:01,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
69499,31.66667,35.25,QOnw+z_G5hG9YE0O+RcZ4Q,Israeli man lightly injured in West Bank shooting attack,2016-12-19 23:07:59,Physical Threats,moderate,"(31.66667, 35.25)",4,Jerusalem,1.0
69504,22.0,79.0,CkzaA0DG5hGT900O+RcZ4Q,HRW reports hundreds of deaths in India police custody,2016-12-19 23:08:12,Physical Threats,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69507,43.58404,10.55334,Xm54CEDG5hGuLU0O+RcZ4Q,"Plane crashes in Siberia, 16 injured",2016-12-19 23:08:20,Other,moderate,"(43.584040000000002, 10.553339999999999)",4,Florence,1.0
69525,9.33333,12.5,lB7nHEDG5hGnjjHRy13KCQ,"Boko Haram: FG re-builds 50 police stations, schools in Adamawa",2016-12-19 23:08:54,Physical Threats,moderate,"(9.3333300000000001, 12.5)",4,Garoua,1.0
69546,38.89511,-77.03637,CHFaKUDG5hGw7E0O+RcZ4Q,What to Wear to a Protest March,2016-12-19 23:09:15,Other,moderate,"(38.895109999999995, -77.036369999999991)",4,"Washington, D.C.",1.0
69550,22.0,79.0,Wu0mKkDG5hGLkTHRy13KCQ,"40 trains delayed, 6 cancelled due to fog",2016-12-19 23:09:16,Infrastructure,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69553,22.0,79.0,tt4GL0DG5hGUuzHRy13KCQ,Mahendra Singh Dhoni can surely play under Virat Kohli in ODIs: Aakash Chopra,2016-12-19 23:09:25,Other,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69559,22.0,79.0,BKyuOUDG5hGVzjHRy13KCQ,New army chief Bipin Rawat seeks support from superseded generals,2016-12-19 23:09:42,Geopolitical,medium,"(22.0, 79.0)",9,Nagpur,1.0
69564,22.0,79.0,6sglQkDG5hGo0THRy13KCQ,Rights group: Indian police have killed hundreds of suspects,2016-12-19 23:09:57,Physical Threats,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69571,39.76,-98.5,jt0UNkDG5hGCeE0O+RcZ4Q,Anti-Trump protests erupt in US ahead of electors’ convention,2016-12-19 23:09:36,Other,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
69578,22.0,79.0,uOyIUUDG5hG8A00O+RcZ4Q,Indian doctors gift new lease of life to two-and-a-half year old Pakistani girl,2016-12-19 23:10:22,Other,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69583,22.0,79.0,nCKMQ0DG5hGo0THRy13KCQ,HRW: Indian Police Killings Go Unpunished,2016-12-19 23:09:59,Physical Threats,medium,"(22.0, 79.0)",9,Nagpur,1.0
69586,52.29778,104.29639,SNbXR0DG5hGLCTHRy13KCQ,Siberian city declares emergency as dozens die from drinking alcoholic bath tincture,2016-12-19 23:10:06,Other,moderate,"(52.297779999999996, 104.29639)",4,Irkutsk,1.0
69587,22.0,79.0,yN+5SkDG5hGrvjHRy13KCQ,"Indian police have tortured, killed hundreds of suspects, human rights group says",2016-12-19 23:10:11,Crime,medium,"(22.0, 79.0)",9,Nagpur,1.0
69590,71.69002,128.86467,5BskW0DG5hG0NjHRy13KCQ,At least 30 people taken to hospital after plane's emergency landing in Siberia,2016-12-19 23:10:39,Other,moderate,"(71.69001999999999, 128.86466999999999)",4,Chita,1.0
69592,22.0,79.0,dG5JXUDG5hG0NjHRy13KCQ,UNHCR: India is one of the most generous countries for refugees,2016-12-19 23:10:42,Public Health,moderate,"(22.0, 79.0)",4,Nagpur,1.0
69596,33.83333,35.83333,TOtvZEDG5hGYBzHRy13KCQ,Lebanon: New National Accord Government Announced,2016-12-19 23:10:54,Geopolitical,moderate,"(33.833329999999997, 35.833329999999997)",4,Beirut,1.0
69609,33.67099,35.73667,pkiFdEDG5hGIR00O+RcZ4Q,"1,000 leave rebel Aleppo in new evacuation: Report",2016-12-19 23:11:21,Geopolitical,extreme,"(33.670990000000003, 35.736670000000004)",25,Beirut,1.0
69617,-2.5,23.5,OnQlZUDG5hG2v0oO+RcZ4Q,Tensions mount in DR Congo as end of president’s term nears,2016-12-19 23:10:55,Other,low,"(-2.5, 23.5)",1,Kisangani,1.0
69629,40.25034,-83.00018,uCAiKUHG5hGq_UoO+RcZ4Q,Donald Trump Expected to Retain a Private Security Force As President,2016-12-19 23:16:24,Geopolitical,moderate,"(40.250340000000001, -83.00018)",4,Columbus,1.0
69633,24.42395,54.43857,6rcvL0HG5hGV0EoO+RcZ4Q,Reporters Without Borders say more than 50 journalists killed worldwide in 2016,2016-12-19 23:16:34,Infrastructure,moderate,"(24.423950000000001, 54.438569999999999)",4,Abu Dhabi,1.0
69640,54.75844,-2.69531,CvG9p0DG5hGKVzXRy13KCQ,"Will the country's Christmas rail, airport and postal strikes and road delays affect Cambridgeshire?",2016-12-19 23:12:47,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
69645,-2.5,23.5,mp6p00DG5hGNIzXRy13KCQ,eNCA |  Congo gunbattle as militiamen attack prison,2016-12-19 23:14:01,Public Health,moderate,"(-2.5, 23.5)",4,Kisangani,1.0
69649,54.75844,-2.69531,dniJ2UDG5hGv2DXRy13KCQ,Travel misery as busiest week of the winter begins,2016-12-19 23:14:11,Infrastructure,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
69686,54.75844,-2.69531,HDm+u0DG5hGGa00O+RcZ4Q,UK firms pledge to take on more staff.,2016-12-19 23:13:21,Other,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
69694,-2.5,23.5,qqN8yEDG5hGRhE0O+RcZ4Q,At least 20 dead in DR Congo gold mine collapse,2016-12-19 23:13:42,Other,moderate,"(-2.5, 23.5)",4,Kisangani,1.0
69695,51.50853,-0.12574,iPfzyUDG5hGYl00O+RcZ4Q,Shocking moment father-of-two stabbed repeatedly in 'incredibly violent' knife attack in Barking,2016-12-19 23:13:44,Physical Threats,moderate,"(51.50853, -0.12574000000000002)",4,London,1.0
69710,35.0,105.0,1MEYIEHG5hGxPUQO+RcZ4Q,China's cities choke on heavy smog with worse ahead,2016-12-19 23:16:09,Other,moderate,"(35.0, 105.0)",4,Tianshui,1.0
69721,24.42605,54.43183,CMPIzEDG5hGq6zPRy13KCQ,Kerry says war in Yemen should end in way protecting Saudi security,2016-12-19 23:13:49,Geopolitical,moderate,"(24.42605, 54.431830000000005)",4,Abu Dhabi,1.0
69728,1.0,38.0,xk73JkHG5hGA0DPRy13KCQ,"Over 10,000 NYS recruits set to graduate Tuesday",2016-12-19 23:16:21,Geopolitical,moderate,"(1.0, 38.0)",4,Nairobi,1.0
69735,24.46519,54.34583,Jpw6SkHG5hGKPjPRy13KCQ,"Africa: Journalist Killings Ease From Record Highs As Murders Down, Combat Deaths Up",2016-12-19 23:17:20,Geopolitical,medium,"(24.46519, 54.345830000000007)",9,Abu Dhabi,1.0
69754,-2.5,23.5,3GNj0UDG5hGKDkcO+RcZ4Q,"Joseph Kabila: DR Congo's young, enigmatic leader",2016-12-19 23:13:57,Other,moderate,"(-2.5, 23.5)",4,Kisangani,1.0
69764,32.0,53.0,+Eoz4EDG5hGP1EcO+RcZ4Q,Iran Finalizes Deal to Buy 100 Airbus Planes,2016-12-19 23:14:22,Geopolitical,moderate,"(32.0, 53.0)",4,Yazd,1.0
69771,54.75844,-2.69531,zm8W6UDG5hG6IEcO+RcZ4Q,"Wave of strikes hit Britain as Southern Rail, Post Office and British Airways staff walk out over Christmas",2016-12-19 23:14:37,Other,low,"(54.75844, -2.6953099999999997)",1,Preston,1.0
69775,1.0,38.0,crvw3UDG5hGv2DXRy13KCQ,: Stigma and Discrimination  among gay men living with HIV is a rife in public health facilities,2016-12-19 23:14:18,Public Health,moderate,"(1.0, 38.0)",4,Nairobi,1.0
69788,24.42605,54.43183,alqZ80DG5hGqtjXRy13KCQ,Cluster munition used to protect Saudi borders,2016-12-19 23:14:54,Other,moderate,"(24.42605, 54.431830000000005)",4,Abu Dhabi,1.0
69789,-22.0,24.0,8JIQ9UDG5hG+xDXRy13KCQ,Botswana: Centre Chiefs Wallop Police Xi,2016-12-19 23:14:57,Infrastructure,moderate,"(-22.0, 24.0)",4,Bulawayo,1.0
69799,-0.28333,36.06667,bM9V90DG5hGEhkcO+RcZ4Q,Catholic faithful visit patients abandoned in Nakuru Level 5 Hospital as strike continues,2016-12-19 23:15:01,Geopolitical,medium,"(-0.28333000000000003, 36.066670000000002)",9,Nairobi,1.0
69802,38.91706,-77.00025,sGW9+0DG5hGc+0cO+RcZ4Q,"FDA Removes Warnings of Serious Mental Health Side Effects from Chantix, Zyban Labels",2016-12-19 23:15:08,Public Health,moderate,"(38.917059999999999, -77.000249999999994)",4,"Washington, D.C.",1.0
69816,17.38405,78.45636,PCt4CEHG5hGTrjXRy13KCQ,Amer Ali Khan submitted representations of Siasat,2016-12-19 23:15:29,Infrastructure,moderate,"(17.384049999999998, 78.456360000000004)",4,Hyderabad,1.0
69818,8.4855,76.94924,ysawI0HG5hGcwjXRy13KCQ,DYFI activist murder: Double life imprisonment for 11 RSS activists,2016-12-19 23:16:15,Infrastructure,moderate,"(8.4855, 76.949240000000003)",4,Thiruvananthapuram,1.0
69830,0.5,36.0,4HMtDEHG5hGp6kcO+RcZ4Q,: Deputy President William Ruto's arrogance is his greatest undoing,2016-12-19 23:15:36,Infrastructure,moderate,"(0.5, 36.0)",4,Nairobi,1.0
69836,40.25034,-83.00018,hsX6N0HG5hGKvEcO+RcZ4Q,Police: 4-year-old in critical condition after shooting himself,2016-12-19 23:16:49,Physical Threats,moderate,"(40.250340000000001, -83.00018)",4,Columbus,1.0
69837,14.558117,121.075773,BEGXsUXG5hGYH0cO+RcZ4Q,Anti-narcotics operations claim latest victims in Metro Manila,2016-12-19 00:00:00,riskline_4,medium,"(14.558117000000001, 121.075773)",9,Pasig City,1.0
69842,35.0,105.0,On7AD0HG5hGxZDbRy13KCQ,Nepali edition of Xi's book on governance launched in Nepal,2016-12-19 23:15:42,Infrastructure,moderate,"(35.0, 105.0)",4,Tianshui,1.0
69843,38.89511,-77.03637,QsAzEUHG5hGBWjbRy13KCQ,Update: Police arrest knife attack suspect on DC Metro,2016-12-19 23:15:44,Physical Threats,moderate,"(38.895109999999995, -77.036369999999991)",4,"Washington, D.C.",1.0
69844,35.0,105.0,8MC_EkHG5hGfkzbRy13KCQ,"Red alert in China: Factories shut, cars stopped to tackle pollution",2016-12-19 23:15:47,Infrastructure,moderate,"(35.0, 105.0)",4,Tianshui,1.0
69845,17.38405,78.45636,ErZbFEHG5hGoZDbRy13KCQ,"Yasin Bhatkal, 4 others sentenced to death in 2013 Hyderabad blasts case",2016-12-19 23:15:49,Physical Threats,moderate,"(17.384049999999998, 78.456360000000004)",4,Hyderabad,1.0
69851,10.0,8.0,TIRKMUHG5hGFzTbRy13KCQ,Leaked audio tape: Nigeria police ask telecom companies to provide Governor Wike's call data,2016-12-19 23:16:38,Physical Threats,moderate,"(10.0, 8.0)",4,Kaduna,1.0
69860,40.23449,-84.40939,UIPxSkHG5hGmW0oO+RcZ4Q,Russia UN Envoy Says Security Council Agrees “Good Text” for Resolution on Aleppo,2016-12-19 23:17:21,Geopolitical,moderate,"(40.234490000000001, -84.409390000000002)",4,Columbus,1.0
69866,24.94248,67.30602,AElGU0HG5hGt0koO+RcZ4Q,No Chikungunya outbreak in Malir: Sindh Health Minister,2016-12-19 23:17:35,Public Health,moderate,"(24.94248, 67.30601999999999)",4,Karachi,1.0
69900,10.0,8.0,Jg5JYEHG5hGEcE0O+RcZ4Q,"Nigeria: Buhari Orders Investigation of Magu, SGF Lawal",2016-12-19 23:17:57,Physical Threats,moderate,"(10.0, 8.0)",4,Kaduna,1.0
70060,35.0,105.0,eOb9AUjG5hGqTk0O+RcZ4Q,Chinese military photo of its plane flying over Taiwan sets off concerns,2016-12-20 00:05:25,Other,low,"(35.0, 105.0)",1,Tianshui,1.0
70074,30.0,70.0,2D_XBUjG5hGMizXRy13KCQ,"NIA chargesheets JeM boss Azhar, three others in Pathankot attack case",2016-12-20 00:05:31,Physical Threats,moderate,"(30.0, 70.0)",4,Multān,1.0
70087,-26.20227,28.04363,etX+mFDG5hGSoNQN+RcZ4Q,Migrants protest Joburg mayor’s xenophobic stance,2016-12-20 01:06:54,Other,moderate,"(-26.202270000000002, 28.04363)",4,Johannesburg,1.0
70102,35.0,105.0,VHiQ40fG5hG8BkcO+RcZ4Q,China to release seized American drone 'relatively soon': US defence officials,2016-12-20 00:04:34,Geopolitical,moderate,"(35.0, 105.0)",4,Tianshui,1.0
70280,54.75844,-2.69531,2FMpUVDG5hGGUdQN+RcZ4Q,Analysis: UK cluster bombs used in Yemen by Saudi Arabia,2016-12-20 01:04:54,Physical Threats,moderate,"(54.75844, -2.6953099999999997)",4,Preston,1.0
70328,39.0,35.0,jC+mwk_G5hG+fwnRy13KCQ,Turkey Russian ambassador killed by gunman in Ankara,2016-12-20 01:00:55,Geopolitical,medium,"(39.0, 35.0)",9,Kayseri,1.0
70390,-26.20227,28.04363,XvVdbVDG5hGbZtQN+RcZ4Q,Freight train derailment affects long-distance passenger service in Bloem,2016-12-20 01:05:41,Infrastructure,moderate,"(-26.202270000000002, 28.04363)",4,Johannesburg,1.0
70399,39.91987,32.85427,hutTaFDG5hGwmgrRy13KCQ,Russia's ambassador to Turkey killed in shooting - reports,2016-12-20 01:05:33,Physical Threats,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
70402,10.69603,7.32011,JiembFDG5hGwmgrRy13KCQ,"NDIC warns Nigerians against Wonder Banks, MMM, tasks banks on innovation",2016-12-20 01:05:40,Other,moderate,"(10.69603, 7.3201100000000006)",4,Kaduna,1.0
70406,28.0,17.0,7HbGd1DG5hGBpwrRy13KCQ,"Seven killed after suicide bomber attack in Benghazi, Libya",2016-12-20 01:05:59,Physical Threats,extreme,"(28.0, 17.0)",25,Mişrātah,1.0
70415,26.17231,-80.13199,Tg_qfFDG5hG63dYN+RcZ4Q,"Deputy Injured During Traffic Stop, Suspect At Large",2016-12-20 01:06:07,Infrastructure,moderate,"(26.17231, -80.131990000000002)",4,Miami,1.0
70474,52.5048844,13.33537,2N+VnlXG5hG3ngrRy13KCQ,Death toll rises from lorry ramming attack in Berlin - Update,2016-12-20 00:00:00,riskline_2,high,"(52.504884400000002, 13.335370000000001)",16,Berlin,1.0
70493,10.0,8.0,SCnZrVjG5hGC7tMN+RcZ4Q,Nigeria: Corruption War in Dire Straits,2016-12-20 02:04:45,Crime,moderate,"(10.0, 8.0)",4,Kaduna,1.0
70519,-26.20227,28.04363,TnWKqFDG5hGo8NQN+RcZ4Q,Head of scandal-hit S.African broadcaster resigns,2016-12-20 01:07:20,Crime,moderate,"(-26.202270000000002, 28.04363)",4,Johannesburg,1.0
70555,39.76,-98.5,coJmHGHG5hGN2tQN+RcZ4Q,'Rogue One' Tops Global Box Office with $290 Million,2016-12-20 03:05:07,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
70557,32.0,53.0,otBEH2HG5hGN2tQN+RcZ4Q,"Russia, Iran and Turkey foreign ministers to hold Aleppo talks on Tuesday: Turkish official",2016-12-20 03:05:12,Geopolitical,extreme,"(32.0, 53.0)",25,Yazd,1.0
70726,24.42605,54.43183,iJefz1jG5hG8AgnRy13KCQ,RSF: Over 50 Journalists Killed Worldwide in 2016,2016-12-20 02:05:42,Crime,moderate,"(24.42605, 54.431830000000005)",4,Abu Dhabi,1.0
70746,24.48234,54.37016,BGDl1ljG5hGZFNMN+RcZ4Q,Government: ‘Scythian gold’ to be returned to Ukraine in 2017,2016-12-20 02:05:54,Physical Threats,medium,"(24.482340000000001, 54.370159999999998)",9,Abu Dhabi,1.0
70870,-2.5,23.5,zsbr23HG5hGmDAnRy13KCQ,Protesters and soldiers out on streets of Congo,2016-12-20 05:05:00,Geopolitical,medium,"(-2.5, 23.5)",9,Kisangani,1.0
70883,21.14631,79.08491,MI2FwoLG5hGzCNMN+RcZ4Q,Mumbai civic polls: Shiv Sena fumes at Fadnavis’ take on development vision,2016-12-20 07:05:59,Other,moderate,"(21.14631, 79.084909999999994)",4,Nagpur,1.0
70952,39.76,-98.5,soNwIWHG5hGh4QjRy13KCQ,US embassy in Ankara on lockdown over ‘security incident’ after gunman shoots dead Russia’s ambassador to Turkey,2016-12-20 03:05:15,Physical Threats,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
70981,39.76,-98.5,ErPVJ2HG5hGJvwjRy13KCQ,West becomes spectator in post-ceasefire Syria,2016-12-20 03:05:26,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
70987,28.0,17.0,rqwGKmHG5hGssNQN+RcZ4Q,Haftar in Algeria to discuss Libyan reconciliation,2016-12-20 03:05:30,Geopolitical,moderate,"(28.0, 17.0)",4,Mişrātah,1.0
71014,39.76,-98.5,vHb_OmHG5hG7GdQN+RcZ4Q,Electoral College: State-by-state voting schedule,2016-12-20 03:05:58,Geopolitical,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
71022,36.335,43.11889,Wk8SL2HG5hGBVwjRy13KCQ,Iraqi special forces fire into the sky as an Isil drone drops small bombs on Mosul,2016-12-20 03:05:38,Physical Threats,moderate,"(36.335000000000001, 43.11889)",4,Mosul,1.0
71030,52.29778,104.29639,sGKdlHrG5hGHywjRy13KCQ,At Least 48 Dead in Russia After Drinking Scented Bath Lotion,2016-12-20 06:07:26,Geopolitical,medium,"(52.297779999999996, 104.29639)",9,Irkutsk,1.0
71103,47.00016,8.01427,TgyeimnG5hGWS9YN+RcZ4Q,Free movement principle faces new Swiss attack,2016-12-20 04:05:28,Other,moderate,"(47.000160000000001, 8.0142699999999998)",4,Zürich,1.0
71119,47.36667,8.55,Qt7JemnG5hG7cwvRy13KCQ,Shooting near Zurich Islamic center. Three injured. Swiss neighborhood on lockdown,2016-12-20 04:05:01,Physical Threats,moderate,"(47.366669999999999, 8.5500000000000007)",4,Zürich,1.0
71210,39.76,-98.5,cF7vg2nG5hG7cwvRy13KCQ,A KKK member plotted to kill Muslims — with a homemade death ray,2016-12-20 04:05:16,Physical Threats,medium,"(39.759999999999998, -98.5)",9,Wichita,1.0
71238,51.50853,-0.12574,_OU5j2nG5hGWS9YN+RcZ4Q,Sadiq Khan 'facing £3.7bn black hole if he honours transport pledges',2016-12-20 04:05:35,Other,moderate,"(51.50853, -0.12574000000000002)",4,London,1.0
71242,39.76,-98.5,VIwwlWnG5hGWS9YN+RcZ4Q,Opposition snubs Saenuri floor leader,2016-12-20 04:05:45,Physical Threats,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
71243,39.76,-98.5,OJmxlmnG5hGWS9YN+RcZ4Q,Constitutional reform takes center stage,2016-12-20 04:05:48,Infrastructure,moderate,"(39.759999999999998, -98.5)",4,Wichita,1.0
71348,39.91987,32.85427,Bkuo1nHG5hGMCtYN+RcZ4Q,Russia says Ankara envoy killed in 'terrorist' act,2016-12-20 05:04:51,Geopolitical,medium,"(39.919870000000003, 32.85427)",9,Ankara,1.0
71352,-2.5,23.5,FGur3HHG5hGMCtYN+RcZ4Q,Eastern DRC: 7 people including a UN peacekeeper killed in a clash,2016-12-20 05:05:01,Geopolitical,medium,"(-2.5, 23.5)",9,Kisangani,1.0
71388,40.23449,-84.40939,3Ex+8XHG5hG5JgnRy13KCQ,The Pre-emptive Anti-Trump Coup ـ,2016-12-20 05:05:36,Other,moderate,"(40.234490000000001, -84.409390000000002)",4,Columbus,1.0
71389,36.20124,37.16117,IBb38nHG5hGY4gnRy13KCQ,"Some 12,000 Civilians Evacuated From Aleppo - Turkish FM Cavusoglu",2016-12-20 05:05:39,Geopolitical,extreme,"(36.201240000000006, 37.161169999999998)",25,Aleppo,1.0
71394,32.0,-6.0,3ouN+3HG5hGmAdYN+RcZ4Q,Emirates announces A380 flight to Morocco,2016-12-20 05:05:53,Other,moderate,"(32.0, -6.0)",4,Marrakesh,1.0
71427,40.9126,-73.83708,6G1u43HG5hG_GgnRy13KCQ,2 Mt. Vernon businesses go up in flames in early morning blaze,2016-12-20 05:05:13,Natural Disaster,medium,"(40.912599999999998, -73.83708)",9,The Bronx,1.0
71450,36.20124,37.16117,eNL66XHG5hGDWgnRy13KCQ,"Turkey foreign minister says 12,000 evacuated so far from Syria's Aleppo",2016-12-20 05:05:24,Geopolitical,medium,"(36.201240000000006, 37.161169999999998)",9,Aleppo,1.0
71455,40.23449,-84.40939,+LK36nHG5hGcX9YN+RcZ4Q,Making Russia ‘The Enemy’ ـ,2016-12-20 05:05:25,Other,moderate,"(40.234490000000001, -84.409390000000002)",4,Columbus,1.0
71472,-6.21462,106.84513,DFP_VHrG5hGAXAnRy13KCQ,"VP urges professors overseas to return, serve country",2016-12-20 06:05:39,Geopolitical,moderate,"(-6.21462, 106.84513000000001)",4,Jakarta,1.0
71485,13.0,122.0,XvfC_XHG5hGNXgnRy13KCQ,Duterte under fire for planned daily executions,2016-12-20 05:05:57,Natural Disaster,moderate,"(13.0, 122.0)",4,Calamba,1.0
71487,36.20124,37.16117,QmCd_nHG5hGmAdYN+RcZ4Q,Aleppo evacuation resumes amid fragile truce,2016-12-20 05:05:58,Crime,moderate,"(36.201240000000006, 37.161169999999998)",4,Aleppo,1.0
71574,40.87589,-81.40234,vmwsPnrG5hG2CQnRy13KCQ,North Canton death investigation closes local middle school,2016-12-20 06:05:01,Infrastructure,moderate,"(40.875890000000005, -81.402339999999995)",4,Cleveland,1.0
71643,60.0,100.0,Jq2fRXrG5hGiDNQN+RcZ4Q,"Planned Russian High-Speed Railway to Link European, Chinese Systems",2016-12-20 06:05:13,Geopolitical,moderate,"(60.0, 100.0)",4,Krasnoyarsk,1.0
71659,32.78306,-96.80667,MsFfg3rG5hGj1QnRy13KCQ,American Airlines flight forced to emergency land after e-cigarette sparks fire,2016-12-20 06:06:57,Other,moderate,"(32.783059999999999, -96.806669999999997)",4,Dallas,1.0
71700,52.52437,13.41053,xqRdT3rG5hGrFwnRy13KCQ,Terror Suspected in Attack on German Christmas Market in Berlin,2016-12-20 06:05:30,Physical Threats,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
71708,60.0,98.0,1l2+uILG5hGwxtUN+RcZ4Q,Leonid Brezhnev: General Secretary of stability and stagnation,2016-12-20 07:05:42,Other,moderate,"(60.0, 98.0)",4,Krasnoyarsk,1.0
71777,38.06282,-91.40348,FrgPinrG5hGT19QN+RcZ4Q,Silver Airways Starts Scheduled Service to Cuba’s Manzanillo,2016-12-20 06:07:08,Other,moderate,"(38.062820000000002, -91.403480000000002)",4,St. Louis,1.0
71779,28.65195,77.23149,ikTujHrG5hGT19QN+RcZ4Q,Police search JNU campus with sniffer dogs for missing student,2016-12-20 06:07:13,Other,medium,"(28.651949999999999, 77.231490000000008)",9,Delhi,1.0
71800,47.3776988,8.5313529,bkYVRX7G5hGCVAvRy13KCQ,Police manhunt continues for suspect in Zurich Islamic centre shooting - Update,2016-12-20 00:00:00,riskline_4,moderate,"(47.377698799999997, 8.5313529000000017)",4,Zürich,1.0
71834,22.0,79.0,Lg7QwYLG5hGgHQjRy13KCQ,Home to many flutterers and a floater,2016-12-20 07:05:58,Infrastructure,moderate,"(22.0, 79.0)",4,Nagpur,1.0
71881,51.05011,-114.08529,HAJij4LG5hG2+dUN+RcZ4Q,Calgary records highest number of police shootings in Canada,2016-12-20 07:04:33,Physical Threats,medium,"(51.050109999999997, -114.08528999999999)",9,Calgary,1.0
71882,52.52437,13.41053,DjXmkILG5hG5hdUN+RcZ4Q,"Nine dead, up to 50 wounded as car plows into Berlin Christmas market",2016-12-20 07:04:36,Infrastructure,moderate,"(52.524369999999998, 13.41053)",4,Berlin,1.0
