,title,critical,predicted
3938,Suicide car bombing kills 14 off-duty Turkish soldiers,1.0,1
3940,Terrorists attack Army convoy in Pampore,0.0,1
3941,Thirteen dead and dozens injured in bombing in Turkey,1.0,1
3942,"'Another terrifying day in Turkey': Car bomb kills 13 soldiers, civilians in Kayseri",1.0,1
3943,"'Another terrifying day in Turkey': Car bomb kills 13 soldiers, civilians in Kayseri",1.0,1
3944,"'Another terrifying day in Turkey': Car bomb kills 13 soldiers, civilians in Kayseri",1.0,1
3945,"'Another terrifying day in Turkey': Car bomb kills 13 soldiers, civilians in Kayseri",1.0,1
3946,Terror Attack in Turkey's Kayseri Carried Out By Suicide Bomber - Turkish PM,1.0,1
3947,"Turkey Bus Blast Kills 13 Soldiers, Leaves Dozens Injured",1.0,0
3948,UPDATE4: U.S. demands China return drone unlawfully seized in S. China Sea,0.0,1
3949,China seized US navy drone 'to ensure safety of ships',0.0,1
3950,your name. becomes No. 1 grossing Japanese film in China,0.0,1
3951,Kayseri: Car Bomb Blast Hits Bus Carrying Soldiers in Turkey City,1.0,1
3952,Turkey: 13 soldiers killed in blast near University campus,1.0,0
3953,Turkey's Erdogan blames Kurdish militants after car bomb kills 13,1.0,0
3954,"Turkey blast: At least 13 killed, over 48 injured in car bombing at Kayseri",1.0,1
3955,Bomb Attack Targeting Soldiers Kills 13 in Central Turkey,1.0,0
3956,Erdogan Says Kurdistan Worker's Party Responsible for Terror Attack in Kayseri,1.0,1
3957,"Turkey's Erdogan blames Kurdish militants after bomb kills at least 13, wounds 56",1.0,0
3958,Egypt denies Osama bin Laden’s son entry,1.0,0
3959,Aziz condemns terror attack in Turkey,1.0,1
3962,Powerful earthquake hits off Papua New Guinea,1.0,0
3964,Powerful earthquake hits off Papua New Guinea,1.0,0
3965,Powerful earthquake hits off Papua New Guinea,1.0,0
3966,Tsunami alert after 7.9-magnitude PNG quake: USGS,1.0,0
3967,Soldier transporting bus hit by explosion in central Turkey,1.0,1
3968,Powerful earthquake hits off Papua New Guinea,1.0,0
3969,Powerful earthquake hits off Papua New Guinea,1.0,0
3971,"Turkish army: 13 soldiers killed, 55 wounded in bombing",1.0,0
3972,"Magnitude 8.0 earthquake hits east of Papua New Guinea, Tsunami alert issued",1.0,0
3973,"Magnitude 8.0 quake hits east of Papua New Guinea, tsunami warning issued",1.0,0
3974,Tsunami Alert After 7.9-Magnitude Earthquake In Papua New Guinea,1.0,0
3975,Tsunami ‘threat’ after 7.9 magnitude quake hits off Papua New Guinea,1.0,0
3976,Tsunami alert issued after 7.9-magnitude earthquake off coast of Papua New Guinea,1.0,0
3977,Car bomb in the Turkish city of Kayseri kills at least 13,1.0,1
3978,Papua New Guinea earthquake: Massive quake of 8.0 magnitude strikes island; tsunami warning issued,1.0,0
3979,Three soldiers killed in Pampore attack: Army,0.0,1
3980,7.8-magnitude earthquake hits Papua New Guinea,1.0,0
3981,Tsunami alert after 7.9-magnitude Papua New Guinea quake: USGS/PTWC,1.0,0
3982,Tsunami alert after 7.9 PNG quake,1.0,0
3983,Tsunami alert after 7.9-magnitude PNG quake: USGS/PTWC,1.0,0
3993,Suicide car bombing in central Turkey kills 13 soldiers,1.0,0
3994,"Turkey’s Erdogan blames Kurdish militants after car bomb kills 13, wounds 55",1.0,0
3998,"VIDEO: Iran, Turkey, Russia Will Meet in Moscow to Discuss Syria",0.0,1
4000,The Latest: Below freezing temperatures to hit Midwest,1.0,0
4001,"13 soldiers killed, 48 injured in Turkey car bomb attack",1.0,0
4002,"Erdogan blames Kurdish militants after car bomb kills 13, wounds 56",1.0,0
4004,Suicide car bombing kills 14 off-duty Turkish soldiers,1.0,1
4008,"Turkish jets pound IS targets in Syria, kill at least 20 - military",0.0,1
4010,Suicide car bombing in central Turkey kills 13 soldiers,1.0,0
4012,"Turkey: At least 13 soldiers killed, 55 injured in bomb blast in Kayseri city",1.0,1
4014,Car bomb kills 13 Turkish soldiers on bus; 7 suspects held,1.0,0
4018,"Turkey car bomb blast: Officials say 13 Turkish commandos killed, 55 wounded",1.0,0
4040,Icy roads spark dozens of crashes in Central VA,0.0,1
4042,Suicide car bombing in central Turkey kills 13 soldiers,1.0,0
4043,Lavrov Expresses Condolences to Turkish Counterpart Over Kayseri Terror Attack,1.0,1
4049,Philippines' Duterte to US over aid issue: 'Bye-bye America',0.0,1
4050,5 female airport staff killed in southern Afghanistan,0.0,1
4058,Car bomb kills 13 Turkish soldiers on bus; 7 suspects held,1.0,0
4059,"UPDATE2: Car bomb attack in Turkey kills 13 soldiers, injures 55",1.0,0
4060,World condemns terror attack in Turkey's Kayseri,1.0,1
4061,World condemns terror attack in Turkey's Kayseri,1.0,1
4062,14 Turkish soldiers die in suicide car bombing,1.0,1
4063,Russia says ready to cooperate with Turkey against terror,1.0,1
4064,13 Turkish soldiers killed in car bomb attack,1.0,0
4065,"MICHAEL MOORE, SOROS, VOGUE MAG FUELING MASS ANTI-TRUMP PROTESTS",0.0,1
4069,Turkey: All signs indicate PKK behind latest bombing,0.0,1
4070,"Truck Explosion On Icy Baltimore Highway Kills 2, Causes 55-Vehicle Pileup",0.0,1
4071,"China, US in negotiations over seized underwater drone",0.0,1
4073,2 Dead In Maryland Crashes Amid Icy Conditions,0.0,1
4075,Turkey calls for common sense from Libyan parties,0.0,1
4076,Turkey calls for common sense from Libyan parties,0.0,1
4077,Turkey calls for common sense from Libyan parties,0.0,1
4082,"FBI, CIA: Russia hacks aimed to boost Trump",0.0,1
4083,Bomb attack targets CHP HQ in Istanbul,0.0,1
4084,Trump called out China today for its 'unpresidented' act in stealing a US drone,0.0,1
4085,China says US 'hyping up' drone issue not conducive to resolution,0.0,1
4086,Turkish 'self-help' author shot dead by disillusioned fan,0.0,1
4092,President Obama warns Trump not to let the China policy slide into full conflict mode,0.0,1
4098,China’s TCL now officially makes BlackBerry phones,0.0,1
4101,China says it is 'appropriately handling' issue of seized US vessel,0.0,1
4105,China provides hybrid rice to typhoon-hit farmers,0.0,1
4108,"The Latest: Freezing rain, sleet batter parts of Eastern US",0.0,1
4109,Liberation of E. Aleppo has allowed ‘genuine’ separation of ‘moderate rebels’ from radicals – MoD,0.0,1
4110,Retiring with a heavy heart: Ban-ki and Syria regrets,0.0,1
4111,ISIS wannabe 'trained for battle' by going to Midlands paintball centre,0.0,1
4112,UN to vote Sunday on Syrian evacuation resolution,0.0,1
4114,Police neutralised 14 attempted terrorist attacks,0.0,1
4127,World condemns terror attack in Turkey's Kayseri,0.0,1
4134,Suicide car bombing kills 14 off-duty Turkish soldiers,0.0,1
4142,"At least 2 dead in 55-vehicle pileup, tanker explosion in Baltimore",0.0,1
4145,"Strain on forgiveness after church massacre, other killings",0.0,1
4146,President Mamnoon unveils China-gifted Chandelier at Mazar-e-Quaid,0.0,1
4147,"Church massacre, other killings strain forgiveness for many",0.0,1
4148,"Church massacre, other killings strain forgiveness for many",0.0,1
4150,"Church massacre, other killings strain forgiveness for many",0.0,1
4154,"China To Return Seized US Drone, Says US 'Hyping Up' Incident",0.0,1
4155,"Church massacre, other killings strain forgiveness for many",0.0,1
4160,"Church massacre, other killings strain forgiveness for many",0.0,1
4162,"China to return seized US drone, says US ‘hyping up’ incident",0.0,1
4163,Desperate civilians wait for evacuations from Aleppo,0.0,1
4164,Military Expert: West Trying to Keep Certain Terrorist Groups in Aleppo,0.0,1
4165,"Protests in Europe, Turkey over Atrocities in Aleppo",0.0,1
4166,China to return seized US naval probe,0.0,1
4167,Hamas says assassination of drone engineer 'attack against Palestinian resistance',1.0,0
4169,UN Security Council to vote Sunday on Aleppo observers,0.0,1
4170,"China to return seized US drone, says Washington 'hyping up' incident",0.0,1
4173,"Two dead, 15 injured in 55-car pileup, tanker explosion on I-95 in freezing rain.",0.0,1
4174,Rebels blame Iran over stalled Aleppo evacuations,0.0,1
4175,"Dozens of vehicles crash on icy Baltimore road, killing two",0.0,1
4182,Pro-Kurdish party calls for peace after deadly attack in Turkey’s Kayseri,0.0,1
4187,Minors detained in Belgium for planning attack,0.0,1
4189,2 dead in 55-vehicle pileup on icy Baltimore highway,0.0,1
4191,"APC planning to burn Edo INEC office,  PDP alleges",0.0,1
4194,Turkish bus in Kayseri hit by explosion leaving 13 soldiers dead,0.0,1
4199,Whales in the wild: rare gem amid Thailand mass tourism,0.0,1
4205,Emergency personnel receive aid after trauma,0.0,1
4207,"Amid plunging temperatures, tornado warnings in 2 states",0.0,1
4208,Attorney general defends FBI over Russia hacking case,0.0,1
4229,"Venezuela postpones currency move after chaos, protests",1.0,0
4230,"Venezuelans defy Colombia border ban, unrest continues",1.0,0
4235,China will give back seized drone; US ‘hyping up’ issue,0.0,1
4236,Syria hands over evidence of mustard gas attack by rebels on civilians to OPCW (VIDEO),0.0,1
4237,Yemen Cholera Outbreak Tops 10000,0.0,1
4243,News agency reports car bomb attack in Turkey,0.0,1
4250,14 soldiers martyred in central Turkey terror attack,0.0,1
4255,Yemen suicide bomb kills dozens of soldiers in payday queue,0.0,1
4282,Libya officially proclaims liberation of Sirte from Islamic States,0.0,1
4288,At least 30 soldiers dead in Yemen suicide blast,0.0,1
4295,Army Pays Tributes to 3 Soldiers Killed in Pampore Attack,0.0,1
4319,Donald Trump: Let China keep seized drone,0.0,1
4327,China Says It Seized US Navy Drone to Ensure Safety of Ships,0.0,1
4328,"China to return seized US drone, says Washington ‘hyping up’ incident",0.0,1
4335,Suicide attack kills scores of soldiers in Yemen,0.0,1
4346,LIVE! Ban anonymous contributions above Rs 2000 to political parties: EC,0.0,1
4348,49 die in suicide attack in Yemen,0.0,1
4369,"Japan culling 210,000 birds amid spreading avian flu",0.0,1
4370,"Japan culling 210,000 birds amid spreading avian flu",0.0,1
4380,Jordan says security operation against gunmen in castle in 'final stages',1.0,0
4382,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4383,At least 30 soldiers killed in suicide attack in Yemen’s Aden,0.0,1
4384,At least 42 soldiers killed in suicide attack in Yemen’s Aden,0.0,1
4385,At least 42 soldiers killed in Daesh suicide attack in Yemen’s Aden,0.0,1
4387,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4389,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4396,48 soldiers killed as suicide bomber strikes outside Yemen military camp,0.0,1
4398,カナダ人観光客ら１０人死亡＝武装集団、観光名所の城襲撃－ヨルダン,1.0,0
4399,Clashes continue after police patrol attacked in Jordanian town,1.0,0
4400,Jordanian police patrol comes under attack in town of Karak,1.0,1
4403,"Armed Gunmen Attack Police Patrols in Jordanian City of Karak, Several Killed",1.0,0
4407,Canadian tourist among five dead in Jordan attack,1.0,1
4408,Yemen suicide bomb kills dozens of soldiers in payday queue,0.0,1
4412,Hamas says Israel assassinated its drone expert,0.0,1
4416,Canadian tourist among five dead in Jordan attacks: security source,1.0,0
4417,Suicide bomber kills at least 30 soldiers in Yemen’s Aden – officials,0.0,1
4418,Officials: Bombing kills at least 23 at Yemen military base,0.0,1
4419,Officials: Bombing kills at least 23 at Yemen military base,0.0,1
4423,Suicide bomber kills at least 30 soldiers in Yemen's Aden: officials,0.0,1
4424,BREAKING NEWS: Canadian woman is among five killed after gunmen storm Jordanian castle packed with tourists,1.0,0
4425,Officials: Bombing kills at least 23 at Yemen military base,0.0,1
4426,Canadian tourist among 6 dead in Jordan attack,1.0,1
4427,"Canadian killed in shootout at Jordanian castle, other tourists believed to be trapped",1.0,0
4428,Suicide bomber kills at least 30 soldiers in Yemen's Aden,0.0,1
4429,"Yemen: Suicide bomber kills at least 30 soldiers in Aden, say Officials",0.0,1
4430,Jordan: Gunmen Attack Police Patrols In Karak,1.0,0
4433,Jordanian police patrol comes under attack in town of Karak,1.0,1
4435,Officials: Bombing kills at least 23 at Yemen military base,0.0,1
4436,Officials: Bombing kills at least 23 at Yemen military base,0.0,1
4437,UN Security Council set to vote on Aleppo observers on Sunday,0.0,1
4439,Anti-narcotics operations claim latest victims in Metro Manila,0.0,1
4443,Police confirm further details on fatal lorry crash in Berlin - Update,0.0,1
4444,Police detain opposition protesters in Goma and Kinshasa - Update,0.0,1
4445,Lorry crash in Berlin likely an attack - Update,0.0,1
4446,Driver likely remains at large following lorry attack in Berlin - Update,0.0,1
4447,Truck crashes into Christmas market in Berlin,0.0,1
4448,Police detain driver following fatal lorry crash in Berlin - Update,0.0,1
4450,Gunman targets Russian ambassador in Ankara,0.0,1
4451,Security forces shoot dead gunman in Ankara - Update,0.0,1
4452,"In last-shot bid, thousands urge US electoral college to block Trump at Monday vote",1.0,1
4453,A suicide bombing in Yemen has killed 23 people,0.0,1
4454,Suicide bomber kills 30 soldiers in Yemen,0.0,1
4456,"Bombing kills at least 23 at Yemen military base, officials say",0.0,1
4459,Yemen suicide bombing kills at least 23 at military base,0.0,1
4462,"‘Why is the world so quiet?’ Yemen suffers its own cruel losses, far from Aleppo.",0.0,1
4463,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4465,32 die in suicide attack in Yemen,0.0,1
4466,Suicide Bomber Kills At Least 30 Soldiers In Yemen's Aden: Officials,0.0,1
4468,Yemen: 41 soldiers killed in suicide attack,0.0,1
4469,"Tourists, Police Targetted In Deadly Jordan Shooting",1.0,0
4471,Canadian woman among seven killed as gunmen target tourists and police at castle in Jordan,1.0,0
4474,Canadian tourist among seven dead in Jordan attacks,1.0,0
4475,Canadian tourist among the dead as gunmen attack Karak Castle,1.0,0
4477,Terrorists Fail to Prevail over Syrian Army Positions in Eastern Damascus,0.0,1
4481,Egypt Denounces IS Group Bomb Attack in Yemen’s Aden,0.0,1
4483,Iran discusses nuclear ships plan with IAEA chief,0.0,1
4484,At least 30 soldiers killed in Yemen suicide bombing,0.0,1
4485,Iran discusses nuclear ships plan with IAEA chief,0.0,1
4486,PM: Several members of police killed in shooting in Karak,1.0,0
4487,"Iran’s Salehi, IAEA’s Amano Discuss Nuclear Propulsion Programs",0.0,1
4489,Evacuations set to resume in eastern Aleppo,0.0,1
4490,UN to vote on Aleppo observers as ‘thousands’ await evacuation,0.0,1
4494,"Islamist radicals in Germany backed by Saudi Arabia, Kuwait & Qatar – German media",0.0,1
4502,A Cuban medicine shipment arrives in Syria,0.0,1
4503,Islamic State claims Yemen suicide attack that killed 49 -statement,0.0,1
4506,US Secretary of State discusses Yemen war on Saudi trip,0.0,1
4507,"Evacuation buses enter east Aleppo under ICRC, SARC supervision: Syrian state media",0.0,1
4508,Despair grows among civilians trapped in Aleppo,0.0,1
4510,Saudi warplanes launch seven air raids on Zafen area in Yemen’s Omran province,0.0,1
4513,Fire crews rescue more people stranded by rising water on American River Parkway,0.0,1
4517,"China to return seized U.S. drone, says Washington ‘hyping up’ incident",0.0,1
4519,Suicide bomber kills more than 50 Yemen soldiers queuing for salaries,0.0,1
4520,China says it seized US Navy drone to ensure safety of ships,0.0,1
4523,Canadian tourist among nine killed in shootings in Jordan,1.0,0
4529,NATO chief defends decision to stay out of Syrian war,0.0,1
4531,Syria hands over evidence of mustard gas attack by rebels on civilians to OPCW (VIDEO),0.0,1
4532,Israeli security forces kill Palestinian teen in West Bank clash: reports,1.0,0
4535,Yemen: Islamic State claims suicide bombing that killed at least 49 soldiers,0.0,1
4543,Groups plan Electoral College protests Monday across U.S.,1.0,1
4545,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4546,Canadian tourist among 10 dead in Jordan attacks,1.0,0
4547,Unknown gunmen open fire on Jordanian security forces in ongoing attack,1.0,0
4548,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4550,Putin envoy meets Iran officials for Syria talks,0.0,1
4551,"Armed gunmen attack police patrols in Jordanian city of Karak, casualties reported",1.0,0
4552,Jordanian police patrol comes under attack in town of Karak,1.0,1
4553,Jordanian police patrol comes under attack in town of Karak,1.0,1
4554,Jordanian police patrol comes under attack in town of Karak,1.0,1
4555,Jordanian police patrol comes under attack in town of Karak,1.0,1
4557,Jordanian police patrol comes under attack in town of Karak,1.0,1
4558,Jordanian police patrol comes under attack in town of Karak,1.0,1
4559,Gunmen attack police patrol in historic Jordanian city,1.0,0
4560,Gunmen attack Jordanian police in historical city of Al-Karak,1.0,1
4563,"Canadian Tourist, Police Officers Killed In Jordan Gun Attacks",1.0,0
4565,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4566,Russian police shoot dead seven militants in Chechnya,0.0,1
4568,"Five dead, nine wounded in Jordan gun attack: Security source",1.0,1
4575,"Jordan shootings kill 9, including Canadian tourist",1.0,0
4576,Gunmen kill 10 in Jordan attacks,1.0,0
4577,"Jordan: 10 killed as ISIS terrorists take tourists hostage at castle; 2 more towns, Petra and Irbid, under attack",1.0,0
4578,Trump alert! U.S. Muslim leader seeks your overthrow,1.0,1
4579,"Jordan’s Public Security Directorate says 4 officers, Canadian tourist killed in shooting attack",1.0,0
4580,"Jordan's Public Security Directorate says 4 officers, Canadian tourist killed in shooting attack",1.0,0
4581,"Cdn woman, 9 others killed in Jordan attacks",1.0,0
4582,Canadian tourist among 5 dead in shooting in Jordan,1.0,0
4583,Five People Killed in Attack on Police Officers in West Jordan,1.0,1
4585,"Jordan: Canadian tourist, 4 policemen killed in attack by gunmen",1.0,0
4586,"Jordan: Gunmen Kill Five, Reportedly Take Tourists Hostage in Crusader Castle",1.0,0
4587,"Jordan: Gunmen Kill Five, Reportedly Take Tourists Hostage in Crusader Castle",1.0,0
4588,Security operation in Al-Karak near end - Jordanian min,1.0,1
4589,Gunmen kill at least 5 people in terrorist attack in southern Jordan,1.0,1
4590,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4591,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4592,"Five Dead, Nine Wounded in Jordan Gun Attack",1.0,1
4593,Mass Rallies Planned to Protest Anti-Religious Campaign,1.0,1
4594,‘Bye-bye America’: Duterte wants US troops banned from Philippines unless aid is okayed,1.0,1
4595,"eNCA | Five dead, nine wounded in Jordan gun attack: security source",1.0,0
4596,Canadian tourist killed in Jordan attacks,1.0,1
4597,"Shootings in Jordan kill 9, including Canadian tourist, officials say",1.0,0
4598,"Canadian tourist killed, another wounded in Jordan shooting",1.0,0
4599,"Canadian killed, another wounded in Jordan shooting",1.0,0
4600,Canadian tourist among seven dead in Jordan attacks,1.0,0
4601,"9 killed, including 4 policemen, Canadian tourist, in Karak shooting",1.0,0
4602,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4603,Obama Holiday Protests Resume,1.0,1
4604,Jordan shooting: Five dead including one Canadian in Karak Castle,1.0,0
4605,Canadian tourist among five dead in Jordan attacks: security source,1.0,0
4606,Gunmen attack security forces in Amman,1.0,1
4607,Parly rejects reports on Secretary To Parliament’s spending as sensational,0.0,1
4608,Canadian woman among 7 killed in shootout in Jordan,1.0,0
4609,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4610,Jordan says troops killed in shooting,1.0,0
4611,Jordan says troops killed in shooting,1.0,0
4612,"Bahrain , Palestinian Gov't  UAE and Kuwait condemn Karak terrorist attack",1.0,1
4613,McCain: Russian election-related hacks threaten to 'destroy democracy',1.0,1
4614,"Hostage situation with foreign tourists reported in Jordan’s Crusader castle, 1 Canadian dead",1.0,0
4615,Security operation in Al-Karak near end - Jordanian min,1.0,1
4616,"Jordan's Public Security Directorate says 4 officers, Canadian tourist killed in shooting attack",1.0,0
4617,Jordan shootout: Canadian killed and tourists believed trapped in Crusader-era castle,1.0,0
4618,"Canadian tourist among five killed by gunmen in Jordan, as police hunt suspects in Crusader-era ...",1.0,0
4619,UK Muslims in London donate 10 tonnes of food for homeless / Pics,0.0,1
4620,Several People Wounded in Attack on Police Officers in West Jordan,1.0,1
4621,"Canadian killed in shootout at Jordanian castle, other tourists believed to be trapped",1.0,0
4626,Gunmen kill four in Jordan,1.0,0
4627,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4629,4 Police and a Canadian Tourist Killed in Shootings in Jordan,1.0,0
4631,"Gunmen kill 10, including Canadian, in attacks on police",1.0,0
4632,"4 Jordanian police, Canadian tourist killed in shootings",1.0,0
4633,PeeCee outpasses Hollywood biggies in IMDb’s most popular celebrities’ list,1.0,0
4634,Four Jordanian police and one Canadian tourist killed in shootings,1.0,0
4635,"Some foreign tourists rescued from Jordanian castle siege, others still held",1.0,0
4638,Five Dead In Jordan As Gunmen Target Police,1.0,0
4639,Canadian woman among seven killed in attack at Jordan tourist attraction,1.0,1
4640,"Canadian killed in shootout at Jordan’s Al-Karak, other tourists believed to be trapped",1.0,0
4641,Jordan says 10 killed in 'cowardly terrorist attack',1.0,1
4642,Gunmen take several tourists hostage in a Jordan castle,1.0,0
4643,Gunmen take several tourists hostage in Jordan castle,1.0,0
4644,"10 Killed, 34 Wounded in Jordan Gun Attack; Canadian Tourist Among the Dead",1.0,0
4645,"Canadian woman, 4 Jordanian cops killed in attack",1.0,0
4646,Gunmen take several tourists hostage in a Jordan castle,1.0,0
4648,"1 Canadian Tourist, 4 Jordanian Police Killed In String Of Shootings",1.0,0
4649,"In Jordan: Gunmen attack police station, kill 4 officers, Canadian tourist",1.0,0
4650,Jordan says 10 killed in 'cowardly terrorist attack',1.0,1
4651,Canadian tourist among five dead in Jordan attacks,1.0,1
4652,Jordan militants kill police and tourist in raid,1.0,0
4653,"Canadian tourist and police killed, hostages believed taken at Jordanian castle",1.0,0
4654,"Five dead, nine wounded in Jordan gun attack: Security source",1.0,1
4655,"Jordan declares end of castle siege, says four gunmen killed",1.0,0
4656,3 Palestinians arrested on suspicion of setting West Bank fires,1.0,0
4658,Gunmen Kill 4 Officers and Canadian Tourist in Jordan,1.0,0
4659,Tourist killed and hostages taken during shootout at Karak castle in Jordan,1.0,0
4660,Tourist killed and hostages taken during shootout at Karak castle in Jordan,1.0,0
4661,Tourist killed and hostages taken during shootout at Karak castle in Jordan,1.0,0
4662,Tourist killed and hostages taken during shootout at Karak castle in Jordan,1.0,0
4663,Gunmen Kill 4 Officers and Canadian Tourist in Jordan,1.0,0
4664,"Canadian killed in shootout at Jordanian castle, other tourists held hostage",1.0,0
4665,Russian police shoot dead 4 militants in Chechnya,0.0,1
4666,"Suicide bombing kills soldiers in Yemen, claimed by Islamic State| Reuters",0.0,1
4671,Death Toll in Attack on Police Officers in West Jordan Rises to Seven,1.0,0
4675,"Canadian woman, 4 police officers, 2 civilians killed in Jordan shooting",0.0,1
4676,"Canadian woman, 7 police officers, 2 civilians killed in Jordan shooting",0.0,1
4678,The Mall at Cribbs Causeway has emergency evacuation Sunday before Christmas,0.0,1
4684,Canadian tourist among nine dead in Jordan attacks,1.0,1
4697,"Two teams of Toronto students give up holidays to help locals in India, Egypt",1.0,1
4699,"Gunmen attack police in Karak, Jordan – video report",0.0,1
4704,U.S. military to resume Osprey flights after accident off Okinawa,1.0,1
4705,Trump aide plays down prospect of upending ‘one China’ policy,0.0,1
4706,LIVE: Man left with serious head injuries after hammer attack outside Asda in Swinton,0.0,1
4707,Renice Priebus Plays Down Prospect Of Upending 'One China' Policy,0.0,1
4708,All US Navy Super Hornets and Growlers grounded after incident injured aircrew,1.0,1
4712,Kerry hopes for new Yemen ceasefire in 2 weeks,0.0,1
4714,Russia ready to veto UN measure on Aleppo observers,0.0,1
4718,Following In The Footsteps Of Lord Buddha,1.0,0
4726,Power outage help line phones ring off the hook,0.0,1
4737,"Verizon said to weigh more media, Ad deals amid yahoo turmoil",0.0,1
4745,"Mexico's Colima Volcano spews ash, vapor more than a mile into the air",0.0,1
4756,"Jerusalem Rabbi Indicted on Dozens of Charges, Including Rape, Sodomy, Assault and Intimidation",0.0,1
4763,"Death toll in Karak attacks rises to 14, including four terrorists",0.0,1
4768,"24 trains delayed, 1 cancelled due to fog",1.0,0
4770,Digital Payment Startups Unaware of High Security Risks: FireEye,1.0,0
4771,Washington Lacks Consensus on Russian Hacking,0.0,1
4775,"Toronto students give up holidays to help locals in India, Egypt",1.0,1
4776,Troopers: Injuries reported in crash on US 25,1.0,0
4777,US Electoral College Set to Confirm Trump's Presidential Victory,1.0,1
4778,"Polls: Half of US 'Bothered' by Hacking, Want Electoral College Vote Delayed",1.0,1
4780,The Latest: 3 injured in stabbing attack in Panorama City,0.0,1
4781,U.S. military to resume Osprey flights after accident off Okinawa,1.0,1
4782,US Marshal Brandishes Gun at Brooklyn McDonald's: NYPD,1.0,0
4785,"British Library to digitise 4,000 Bengali books",1.0,0
4792,"McCain, Schumer urge Senate probe into hacks blamed on Russia",0.0,1
4799,"East Aleppo evacuation is underway, UN official says",0.0,1
4800,"36 trains delayed, 17 rescheduled due to fog",1.0,0
4801,"24 trains delayed, 1 cancelled due to fog",1.0,0
4802,East Aleppo evacuation under way - UN official,0.0,1
4803,Syria: Evacuations from besieged eastern Aleppo resume,0.0,1
4805,East Aleppo evacuation under way: U.N. official,0.0,1
4807,India's plan to step away from coal casts doubt on Adani mine,1.0,0
4809,Syria evacuations postponed after buses torched in Idlib,0.0,1
4810,Russian air force heavily pounds rebels in Syria's Hama,0.0,1
4812,Pathankot attack: NIA files chargesheet against Jaish-e-Mohammed leaders,1.0,0
4813,"Indian police have killed hundreds of suspects, rights group alleges",1.0,0
4814,"Security operation ends in Karak, four terrorists killed",0.0,1
4815,USA military resumes Osprey flights,1.0,1
4817,"More than 100,000 Iraqis displaced in Mosul operation: IOM",1.0,0
4819,US military to resume Osprey flights after accident off Okinawa,1.0,1
4820,Iran discusses nuclear ships plan with IAEA chief,1.0,0
4822,One Turkish soldier killed in car bomb attack in Syria's al-Bab: army,0.0,1
4823,One Turkish soldier killed in car bomb attack in Syria's al-Bab,0.0,1
4824,Highland architect on his way home after being reported missing in India,1.0,0
4825,Highland architect on his way home after being reported missing in India,1.0,0
4826,Markets Live: AAA in crosshairs,1.0,0
4827,KQ gets big lift from increased India flights deal,1.0,0
4829,"Jordan’s security forces declare end of castle siege, four ‘terrorists’ killed’",0.0,1
4830,One Turkish soldier killed in car bomb attack in Syria's al-Bab - army,0.0,1
4832,Border Police officers crack egg-smuggling plot,0.0,1
4834,US role in Iraq five years since military withdrawal,1.0,0
4837,Saudi FM: Claims US curbing weapons sales 'contradict reality',1.0,1
4838,"Police drones, not helicopters, could one day patrol Tucson skies",0.0,1
4839,UK 'dumping' billions of pounds to meet foreign aid target,0.0,1
4840,US Condemns Attack Against Jordanian Police Officers in Karak,0.0,1
4841,"As yuan weakens, Chinese rush to open foreign currency accounts",0.0,1
4842,‘Calexit’: Yes California movement opens ‘embassy’ in Moscow,0.0,1
4843,350 People Evacuated From Rebel Area Of Aleppo: Medical Officer,0.0,1
4845,Aleppo evacuation falters as convoy of rescue buses torched,0.0,1
4846,Myanmar military wins key outpost from rebel faction,0.0,1
4847,Chinese netizens urge greater support measures to ease disruptive effect of smog red alerts,0.0,1
4848,American drone captured by China part of US surveillance efforts in South China Sea,0.0,1
4849,"Beijing will return AUV seized in South China Sea, says Chinese defence ministry",0.0,1
4850,China pledges to expand efforts to promote defence investment,0.0,1
4851,Armed PLAN ship seizes US unmanned naval platform in South China Sea,0.0,1
4852,Four ‘terrorists” Killed’ by Jordan’s Security Forces,0.0,1
4853,Israeli Driver Injured in Shooting Attack Near Ofarim,0.0,1
4855,Hundreds evacuated from Aleppo as UN eyes observers,0.0,1
4857,Forward Operating Base divides security and protesters,0.0,1
4859,India indicts Pakistan-based militants over air base attack,1.0,1
4865,Canadian tourist among 10 dead in Jordan attacks,0.0,1
4866,14 Dead in Jordan Shooting Attacks,0.0,1
4870,China chokes through a five-day pollution red alert,0.0,1
4874,German teachers at Turkish school warned over Christian content,0.0,1
4877,S. Korea sends 8 rescued N. Korean sailors back to N. Korea,0.0,1
4880,Burst pipe causes evacuation of Manchester Home Depot,0.0,1
